No,title,github/code,paper reading article,project link,Catorgory,Oral day,Oral session,Oral time,Poster day,Poster session,Poster #,First author,Author
64,Feedback Network for Image Super-Resolution,https://github.com/Paper99/SRFBN_CVPR19,,,,,,,Tuesday,Poster 1.2,158,Zhen Li,"Zhen Li, Jinglei Yang, Zheng Liu, Xiaomin Yang, Gwanggil Jeon, Wei Wu"
167,Superquadrics Revisited: Learning 3D Shape Parsing Beyond Cuboids,https://github.com/paschalidoud/superquadric_parsing,,,,,,,Thursday,Poster 3.1,173,Despoina Paschalidou,"Despoina Paschalidou, Ali Osman Ulusoy, Andreas Geiger"
428,SiamRPN++: Evolution of Siamese Visual Tracking With Very Deep Networks,https://github.com/PengBoXiangShang/SiamRPN_plus_plus_PyTorch,https://mp.weixin.qq.com/s/dB5u2No8eakLnrjto0kvyQ,http://bo-li.info/SiamRPN++/,,Wednesday,Oral 2.1A,8:35,Wednesday,Poster 2.1,2,Bo Li,"Bo Li, Wei Wu, Qiang Wang, Fangyi Zhang, Junliang Xing, Junjie Yan"
429,Representation Flow for Action Recognition,https://github.com/piergiaj/representation-flow-cvpr19,,https://piergiaj.github.io/rep-flow-site/,,,,,Thursday,Poster 3.1,132,AJ Piergiovanni,"AJ Piergiovanni, Michael S. Ryoo"
266,Content Authentication for Neural Imaging Pipelines: End-To-End Optimization of Photo Provenance in Complex Distribution Channels,https://github.com/pkorus/neural-imaging,,,,Thursday,Oral 3.1A,9:29,Thursday,Poster 3.1,200,Pawel Korus,"Pawel Korus, Nasir Memon"
125,Bi-Directional Cascade Network for Perceptual Edge Detection,https://github.com/pkuCactus/BDCN,,,,,,,Tuesday,Poster 1.2,154,Jianzhong He,"Jianzhong He, Shiliang Zhang, Ming Yang, Yanhu Shan, Tiejun Huang"
430,SelFlow: Self-Supervised Learning of Optical Flow,https://github.com/ppliuboy/SelFlow,,,,Wednesday,Oral 2.1C,8:30,Wednesday,Poster 2.1,135,Pengpeng Liu,
190,JSIS3D: Joint Semantic-Instance Segmentation of 3D Point Clouds With Multi-Task Pointwise Networks and Multi-Value Conditional Random Fields,https://github.com/pqhieu/JSIS3D,,https://pqhieu.github.io/cvpr19.html?,,Thursday,Oral 3.1C,8:35,Thursday,Poster 3.1,56,Quang-Hieu Pham,"Quang-Hieu Pham, Duc Thanh Nguyen, Binh-Son Hua, Gemma Roig, Sai-Kit Yeung "
431,Learning Single-Image Depth From Videos Using Quality Assessment Networks,https://github.com/princeton-vl/YouTube3D,,,,,,,Wednesday,Poster 2.1,121,Weifeng Chen,
432,Describing Like Humans: On Diversity in Image Captioning,https://github.com/qingzwang/DiversityMetrics,,,,,,,Tuesday,Poster 1.2,209,Qingzhong Wang,"Qingzhong Wang, Antoni B. Chan"
1090,Patch-Based Discriminative Feature Learning for Unsupervised Person Re-Identification,https://github.com/QizeYang/PAUL,,,,,,,Tuesday,Poster 1.2,116,Qize Yang,
433,Amodal Instance Segmentation With KINS Dataset,https://github.com/qqlu/Amodal-Instance-Segmentation-through-KINS-Dataset,,,,,,,Tuesday,Poster 1.2,54,Lu Qi," Lu Qi, Li Jiang, Shu Liu, Xiaoyong Shen, Jiaya Jia"
434,Information Maximizing Visual Question Generation,https://github.com/ranjaykrishna/iq,,,,,,,Tuesday,Poster 1.1,203,Ranjay Krishna,"Krishna, Ranjay and Bernstein, Michael and Fei-Fei, Li"
182,Learning Pyramid-Context Encoder Network for High-Quality Image Inpainting,https://github.com/researchmm/PEN-Net-for-Inpainting,,,,,,,Tuesday,Poster 1.1,150,Yanhong Zeng,"Yanhong Zeng, Jianlong Fu, Hongyang Chao, Baining Guo"
39,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,https://github.com/researchmm/SiamDW,,,,Wednesday,Oral 2.1C,8:40,Wednesday,Poster 2.1,137,Zhipeng Zhang,"Zhipeng Zhang, Houwen Peng"
71,Class-Balanced Loss Based on Effective Number of Samples,https://github.com/richardaecn/class-balanced-loss,,,,,,,Thursday,Poster 3.1,33,Yin Cui,"Yin Cui, Menglin Jia, Tsung-Yi Lin, Yang Song, Serge Belongie"
299,Understanding the Disharmony Between Dropout and Batch Normalization by Variance Shift,https://github.com/rileykwok/Food-Classification,,,,,,,Tuesday,Poster 1.2,2,Xiang Li,"Xiang Li, Shuo Chen, Xiaolin Hu, Jian Yang"
214,Learning Regularity in Skeleton Trajectories for Anomaly Detection in Videos,https://github.com/RomeroBarata/skeleton_based_anomaly_detection,,,,,,,Thursday,Poster 3.2,122,Romero Morais,"Romero Morais, Vuong Le, Truyen Tran, Budhaditya Saha, Moussa Mansour, Svetha Venkatesh "
37,From Recognition to Cognition: Visual Commonsense Reasoning,https://github.com/rowanz/r2c,,,,Wednesday,Oral 2.2B,14:52,Wednesday,Poster 2.2,191,Rowan Zellers,"Rowan Zellers, Yonatan Bisk, Ali Farhadi, Yejin Choi"
174,Taking a Closer Look at Domain Shift: Category-Level Adversaries for Semantics Consistent Domain Adaptation,https://github.com/RoyalVane/CLAN,,,,Tuesday,Oral 1.2C,13:35,Tuesday,Poster 1.2,167,Yawei Luo,"Yawei Luo, Liang Zheng, Tao Guan, Junqing Yu, Yi Yang"
435,Unsupervised Domain Adaptation Using Feature-Whitening and Consensus Loss,https://github.com/roysubhankar/dwt-domain-adaptation,,,,,,,Thursday,Poster 3.1,54,Subhankar Roy,
224,Regularizing Activation Distribution for Training Binarized Deep Networks,https://github.com/ruizhoud/DistributionLoss,,,,,,,Thursday,Poster 3.2,44,Ruizhou Ding,"Ruizhou Ding, Ting-Wu Chin, Zeye Liu, Diana Marculescu"
436,S4Net: Single Stage Salient-Instance Segmentation,https://github.com/RuochenFan/S4Net,,,,,,,Wednesday,Poster 2.1,187,Ruochen Fan,"Ruochen Fan, Ming-Ming Cheng, Qibin Hou, Tai-Jiang Mu, Jingdong Wang, Shi-Min Hu"
300,Detecting Overfitting of Deep Generative Networks via Latent Recovery,https://github.com/ryanwebster90/gen-overfitting-latent-recovery,,,,,,,Thursday,Poster 3.2,30,Ryan Webster,"Ryan Webster,?Julien Rabin,?Loic Simon,?Frederic Jurie"
26,"ESPNetv2: A Light-Weight, Power Efficient, and General Purpose Convolutional Neural Network",https://github.com/sacmehta/ESPNetv2?,,,,,,,Thursday,Poster 3.1,25,Sachin Mehta,"Sachin Mehta, Mohammad Rastegari, Linda Shapiro, Hannaneh Hajishirzi"
274,ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,https://github.com/samarth-robo/contactdb_prediction,,,,Thursday,Oral 3.1B,8:53,Thursday,Poster 3.1,81,Samarth Brahmbhatt,"Samarth Brahmbhatt, Cusuh Ham, Charles C. Kemp, and James Hays"
437,Accel: A Corrective Fusion Network for Efficient Semantic Segmentation on Video,https://github.com/SamvitJ/Accel,,,,Thursday,Oral 3.1C,8:58,Thursday,Poster 3.1,60,Samvit Jain,
255,Learning to Remember: A Synaptic Plasticity Driven Framework for Continual Learning,https://github.com/SAP/machine-learning-dgm,,,,,,,Thursday,Poster 3.2,35,Oleksiy Ostapenko,"Oleksiy Ostapenko, Tassilo Klein, Mihai Puscas, Patrick J?hnichen, Moin Nabi"
438,SOSNet: Second Order Similarity Regularization for Local Descriptor Learning,https://github.com/scape-research/SOSNet,,,,Thursday,Oral 3.2C,13:48,Thursday,Poster 3.2,150,Yurun Tian,
176,DAVANet: Stereo Deblurring With View Aggregation,https://github.com/sczhou/DAVANet,,,,Thursday,Oral 3.2C,13:35,Thursday,Poster 3.2,148,Shangchen Zhou,"Shangchen Zhou, Jiawei Zhang, Wangmeng Zuo, Haozhe Xie, Jinshan Pan, Jimmy Ren"
161,WarpGAN: Automatic Caricature Generation,https://github.com/seasonSH/WarpGAN,,,,Thursday,Oral 3.2A,14:52,Thursday,Poster 3.2,15,Yichun Shi,"Yichun Shi, Debayan Deb, Anil K. Jain"
88,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,https://github.com/Sekunde/3D-SIS,,,,Wednesday,Oral 2.1B,8:30,Wednesday,Poster 2.1,106,Ji Hou,Ji Hou Angela Dai Matthias Nie?ner
301,Understanding and Visualizing Deep Visual Saliency Models,https://github.com/SenHe/uavdvsm,,,,,,,Thursday,Poster 3.1,159,Sen He,"Sen He, Hamed R. Tavakoli, Ali Borji, Yang Mi, Nicolas Pugeault"
302,Unsupervised Visual Domain Adaptation: A Deep Max-Margin Gaussian Process Approach,https://github.com/seqam-lab/GPDA,,,,Wednesday,Oral 2.1A,9:34,Wednesday,Poster 2.1,12,Minyoung Kim,"Minyoung Kim, Pritish Sahu, Behnam Gholami, Vladimir Pavlovic"
225,Attention-Based Adaptive Selection of Operations for Image Restoration in the Presence of Unknown Combined Distortions,https://github.com/sg-nm/Operation-wise-attention-network,,,,,,,Thursday,Poster 3.1,9,Masanori Suganuma,"Masanori Suganuma, Xing Liu, Takayuki Okatani"
439,FSA-Net: Learning Fine-Grained Structure Aggregation for Head Pose Estimation From a Single Image,https://github.com/shamangary/FSA-Net,,,,,,,Tuesday,Poster 1.1,98,Tsun-Yi Yang,"Tsun-Yi Yang, Yi-Ting Chen, Yen-Yu Lin, and Yung-Yu Chuang"
256,Centripetal SGD for Pruning Very Deep Convolutional Networks With Complicated Structure,https://github.com/ShawnDing1994/Centripetal-SGD,,,,,,,Wednesday,Poster 2.1,39,Xiaohan Ding,"Xiaohan Ding, Guiguang Ding, Yuchen Guo, Jungong Han"
440,Wide-Context Semantic Image Extrapolation,https://github.com/shepnerd/outpainting_srn,,,,,,,Tuesday,Poster 1.1,141,Yi Wang,"Yi Wang, Xin Tao, Xiaoyong Shen, Jiaya Jia."
441,Scene Parsing via Integrated Classification Model and Variance-Based Regularization,https://github.com/shihengcan/ICM-matcaffe,,,,,,,Wednesday,Poster 2.1,76,Hengcan Shi,"Hengcan Shi, Hongliang Li, Qingbo Wu, Zichen Song"
139,Explainable and Explicit Visual Reasoning Over Scene Graphs,https://github.com/shijx12/XNM-Net,,,,,,,Wednesday,Poster 2.2,202,Jiaxin Shi,"Jiaxin Shi, Hanwang Zhang, Juanzi Li"
220,MHP-VOS: Multiple Hypotheses Propagation for Video Object Segmentation,https://github.com/shuangjiexu/MHP-VOS,,,,Tuesday,Oral 1.1C,9:41,Tuesday,Poster 1.1,116,Shuangjie Xu,"Shuangjie Xu, Daizong Liu, Linchao Bao, Wei Liu, Pan Zhou"
153,RePr: Improved Training of Convolutional Filters,https://github.com/siahuat0727/RePr,,,,Thursday,Oral 3.2A,13:53,Thursday,Poster 3.2,5,Aaditya Prakash,"Aaditya Prakash, James Storer, Dinei Florencio, Cha Zhang"
510,Unsupervised Person Image Generation With Semantic Parsing Transformation,https://github.com/SijieSong/person_generation_spt,,,,Tuesday,Oral 1.2B,13:53,Tuesday,Poster 1.2,122,Sijie Song,
191,Leveraging Shape Completion for 3D Siamese Tracking,https://github.com/SilvioGiancola/ShapeCompletion3DTracking,,,,,,,Tuesday,Poster 1.1,137,Silvio Giancola,"Silvio Giancola, Jesus Zarzar, Bernard Ghanem"
442,Learning Non-Volumetric Depth Fusion Using Successive Reprojections,https://github.com/simon-donne/defusr,,,,,,,Wednesday,Poster 2.2,91,Simon Donne,"Simon Donn¨¦, Andreas Geiger"
241,Nesti-Net: Normal Estimation for Unstructured 3D Point Clouds Using Convolutional Neural Networks,https://github.com/sitzikbs/Nesti-Net,,,,,,,Thursday,Poster 3.1,149,Yizhak Ben-Shabat,"Yizhak Ben-Shabat, Michael Lindenbaum, Anath Fischer"
825,On Stabilizing Generative Adversarial Training With Noise,https://github.com/sjenni/dfgan,,,,,,,Thursday,Poster 3.2,137,Simon Jenni,
443,Learning Context Graph for Person Search,https://github.com/sjtuzq/person_search_gcn,,,,Tuesday,Oral 1.2A,13:40,Tuesday,Poster 1.2,20,Yichao Yan,"Yichao Yan, Qiang Zhang, Bingbing Ni, Wendong Zhang, Minghao Xu, Xiaokang Yang"
104,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,https://github.com/skanti/Scan2CAD,,,,Tuesday,Oral 1.2C,14:42,Tuesday,Poster 1.2,178,Armen Avetisyan,"Armen Avetisyan, Manuel Dahnert, Angela Dai, Manolis Savva, Angel X. Chang, Matthias Nie?ner "
444,Content-Aware Multi-Level Guidance for Interactive Instance Segmentation,https://github.com/sm176357/mlg,,,,,,,Thursday,Poster 3.2,64,Soumajit Majumder,
226,Attention Based Glaucoma Detection: A Large-Scale Database and CNN Model,https://github.com/smilell/AG-CNN,,,,,,,Thursday,Poster 3.1,211,Liu Li,"Liu Li, Mai Xu, Xiaofei Wang, Lai Jiang, Hanruo Liu"
100,Parsing R-CNN for Instance-Level Human Analysis,https://github.com/soeaver/Parsing-R-CNN,,,,,,,Tuesday,Poster 1.1,13,Lu Yang,"Lu Yang, Qing Song, Zhihui Wang, Ming Jiang"
275,Dynamics Are Important for the Recognition of Equine Pain in Video,https://github.com/sofiabroome/painface-recognition,,,,,,,Thursday,Poster 3.2,208,Sofia Broome,"Sofia Broom¨¦, Karina Bech Gleerup, Pia Haubro Andersen, Hedvig Kjellstr?m"
35,A Dataset and Benchmark for Large-Scale Multi-Modal Face Anti-Spoofing,https://github.com/SoftwareGift/FeatherNets_Face-Anti-spoofing-Attack-Detection-Challenge-CVPR2019,,,,,,,Tuesday,Poster 1.1,69,Shifeng Zhang,"Sachin Mehta, Mohammad Rastegari, Linda Shapiro, Hannaneh Hajishirzi"
105,Learning to Regress 3D Face Shape and Expression From an Image Without 3D Supervision,https://github.com/soubhiksanyal/RingNet,,https://ringnet.is.tue.mpg.de/,,,,,Wednesday,Poster 2.2,104,Soubhik Sanyal,"Soubhik Sanyal, Timo Bolkart, Haiwen Feng, Michael J. Black"
114,Efficient Parameter-Free Clustering Using First Neighbor Relations,https://github.com/ssarfraz/FINCH-CLustering,,,,Thursday,Oral 3.1C,9:42,Thursday,Poster 3.1,67,Saquib Sarfraz,"M. Saquib Sarfraz, Vivek Sharma, Rainer Stiefelhagen"
148,Geometry-Aware Symmetric Domain Adaptation for Monocular Depth Estimation,https://github.com/sshan-zhao/GASDA,,,,,,,Thursday,Poster 3.1,116,Shanshan Zhao,"Shanshan Zhao, Huan Fu, Mingming Gong, Dacheng Tao"
33,PointRCNN: 3D Object Proposal Generation and Detection From Point Cloud,https://github.com/sshaoshuai/PointRCNN,,,,,,,Tuesday,Poster 1.1,54,Shaoshuai Shi,"Shaoshuai Shi, Xiaogang Wang, Hongsheng Li"
44,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks,https://github.com/StanfordVL/MinkowskiEngine,,,,,,,Tuesday,Poster 1.2,60,Christopher Choy,"Christopher Choy, JunYoung Gwak, Silvio Savarese"
288,Generative Dual Adversarial Network for Generalized Zero-Shot Learning,https://github.com/stevehuanghe/GDAN,,,,,,,Tuesday,Poster 1.1,57,He Huang,"He Huang, Changhu Wang, Philip S. Yu, Chang-Dong Wang"
140,Spatial Attentive Single-Image Deraining With a High Quality Real Rain Dataset,https://github.com/stevewongv/SPANet,,https://stevewongv.github.io/derain-project.html,,,,,Thursday,Poster 3.2,168,Tianyu Wang,"Tianyu Wang*, Xin Yang*, Ke Xu, Shaozhe Chen, Qiang Zhang, Rynson Lau"
141,Aggregation Cross-Entropy for Sequence Recognition,https://github.com/summerlvsong/Aggregation-Cross-Entropy,,,,Wednesday,Oral 2.2A,14:52,Wednesday,Poster 2.2,39,Zecheng Xie,"Zecheng Xie, Yaoxiong Huang, Yuanzhi Zhu, Lianwen Jin, Yuliang Liu, Lele Xie"
1211,Deeply-Supervised Knowledge Synergy,https://github.com/sundw2014/DKS,,,,,,,Wednesday,Poster 2.2,7,Dawei Sun,
445,Leveraging Crowdsourced GPS Data for Road Extraction From Aerial Imagery,https://github.com/suniique/Leveraging-Crowdsourced-GPS-Data-for-Road-Extraction-from-Aerial-Imagery?,,,,,,,Wednesday,Poster 2.2,78,Tao Sun,"Tao Sun, Zonglin Di, Pengyu Che, Chun Liu, Yin Wang"
138,HorizonNet: Learning Room Layout With 1D Representation and Pano Stretch Data Augmentation,https://github.com/sunset1995/HorizonNet,,https://sunset1995.github.io/HorizonNet/,,,,,Tuesday,Poster 1.1,94,Cheng Sun,"Cheng Sun, Chi-Wei Hsiao, Min Sun, Hwann-Tzong Chen "
94,Learning Linear Transformations for Fast Image and Video Style Transfer,https://github.com/sunshineatnoon/LinearStyleTransfer,,https://sites.google.com/view/linear-style-transfer-cvpr19/,,,,,Tuesday,Poster 1.2,152,Xueting Li,"Xueting Li, Sifei Liu, Jan Kautz, Ming-Hsuan Yang"
73,Single-Image Piece-Wise Planar 3D Reconstruction via Associative Embedding,https://github.com/svip-lab/PlanarReconstruction,,,,,,,Tuesday,Poster 1.1,92,Zehao Yu,"Zehao Yu, Jia Zheng, Dongze Lian, Zihan Zhou, Shenghua Gao"
227,PPGNet: Learning Point-Pair Graph for Line Segment Detection,https://github.com/svip-lab/PPGNet,,,,,,,Wednesday,Poster 2.2,18,Ziheng Zhang,"Ziheng Zhang, Zhengxin Li, Ning Bi, Jia Zheng, Jinlei Wang, Kun Huang, Weixin Luo, Yanyu Xu, Shenghua Gao"
17,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images",https://github.com/switchablenorms/DeepFashion2,,,,,,,Wednesday,Poster 2.1,79,Yuying Ge,"Yuying Ge, Ruimao Zhang, Lingyun Wu, Xiaogang Wang, Xiaoou Tang, Ping Luo"
168,SSN: Learning Sparse Switchable Normalization via SparsestMax,https://github.com/switchablenorms/Sparse_SwitchNorm,,,,,,,Tuesday,Poster 1.1,21,Wenqi Shao,"Wenqi Shao, Tianjian Meng, Jingyu Li, Ruimao Zhang, Yudian Li, Xiaogang Wang, Ping Luo "
446,Dissecting Person Re-Identification From the Viewpoint of Viewpoint,https://github.com/sxzrt/Dissecting-Person-Re-ID-from-the-Viewpoint-of-Viewpoint,,,,,,,Tuesday,Poster 1.1,38,Xiaoxiao Sun,"Ting Zhao, Xiangqian Wu"
447,Image-To-Image Translation via Group-Wise Deep Whitening-And-Coloring Transformation,https://github.com/taki0112/GDWCT-Tensorflow,,,,Thursday,Oral 3.2A,13:35,Thursday,Poster 3.2,2,Wonwoong Cho,"Wonwoong Cho, Sungha Choi, David Keetae Park, Inkyu Shin, Jaegul Choo"
448,Sphere Generative Adversarial Network Based on Geometric Moment Matching,https://github.com/taki0112/SphereGAN-Tensorflow?,,,,Wednesday,Oral 2.1A,8:40,Wednesday,Poster 2.1,3,Sung Woo Park,Sung Woo Park and Junseok Kwon
578,Label-Noise Robust Generative Adversarial Networks,https://github.com/takuhirok/rGAN,,,,Tuesday,Oral 1.2B,15:00,Tuesday,Poster 1.2,133,Takuhiro Kaneko,
617,A Skeleton-Bridged Deep Learning Approach for Generating Meshes of Complex Topologies From Single RGB Images,https://github.com/tangjiapeng/SkeletonBridgeRecon,,,,Wednesday,Oral 2.1B,9:42,Wednesday,Poster 2.1,118,Jiapeng Tang,
289,Defending Against Adversarial Attacks by Randomized Diversification,https://github.com/taranO/defending-adversarial-attacks-by-RD,,,,,,,Thursday,Poster 3.2,25,Olga Taran,"O. Taran, S. Rezaeifar, T. Holotyak, and S. Voloshynovskiy"
257,Model-Blind Video Denoising via Frame-To-Frame Training,https://github.com/tehret/blind-denoising,,,,,,,Thursday,Poster 3.2,40,Thibaud Ehret,"Thibaud Ehret, Axel Davy, Jean-Michel Morel, Gabriele Facciolo, Pablo Arias"
8,DSFD: Dual Shot Face Detector,https://github.com/TencentYoutuResearch/FaceDetection-DSFD,https://mp.weixin.qq.com/s/0rTCeHumVSv07hMCaCd7EA,,,,,,Wednesday,Poster 2.1,51,Jian Li,"Jian Li, Yabiao Wang, Changan Wang, Ying Tai"
47,Progressive Pose Attention Transfer for Person Image Generation,https://github.com/tengteng95/Pose-Transfer,,,,Tuesday,Oral 1.2B,13:48,Tuesday,Poster 1.2,121,Zhen Zhu,"Zhen Zhu, Tengteng Huang, Baoguang Shi, Miao Yu, Bofei Wang, Xiang Bai"
1,Detect-To-Retrieve: Efficient Regional Aggregation for Image Search,https://github.com/tensorflow/models/tree/master/research/delf,,,Retrieve,,,,Wednesday,Poster 2.1,56,Marvin Teichmann,"Marvin Teichmann, Andre Araujo, Menglong Zhu, Jack Sim"
1247,FEELVOS: Fast End-To-End Embedding Learning for Video Object Segmentation,https://github.com/tensorflow/models/tree/master/research/feelvos,,,,,,,Thursday,Poster 3.1,70,Paul Voigtlaender,
27,MnasNet: Platform-Aware Neural Architecture Search for Mobile,https://github.com/tensorflow/tpu/tree/master/models/official/mnasnet,,,,,,,Tuesday,Poster 1.2,16,Mingxing Tan,"Mingxing Tan,?Bo Chen,?Ruoming Pang,?Vijay Vasudevan,?Mark Sandler,?Andrew Howard,?Quoc V. Le"
122,Learning to Reconstruct People in Clothing From a Single RGB Camera,https://github.com/thmoa/octopus,,,,,,,Tuesday,Poster 1.1,107,Thiemo Alldieck,"Thiemo Alldieck, Marcus Magnor, Bharat Lal Bhatnagar, Christian Theobalt, Gerard Pons-Moll "
449,Learning to Transfer Examples for Partial Domain Adaptation,https://github.com/thuml/ETN,,,,,,,Tuesday,Poster 1.2,51,Zhangjie Cao,"Zhangjie Cao, Kaichao You, Mingsheng Long, Jianmin Wang, Qiang Yang"
450,Universal Domain Adaptation,https://github.com/thuml/Universal-Domain-Adaptation?,,,,,,,Tuesday,Poster 1.2,6,Kaichao You,"Kaichao You, Mingsheng Long, Zhangjie Cao, Jianmin Wang, and Michael . Jordan"
451,Multispectral Imaging for Fine-Grained Recognition of Powders on Complex Backgrounds,https://github.com/tiancheng-zhi/ms-powder,,http://www.cs.cmu.edu/~ILIM/projects/IM/MSPowder/?,,Thursday,Oral 3.1B,8:48,Thursday,Poster 3.1,80,Tiancheng Zhi,"Tiancheng Zhi, Bernardo R. Pires, Martial Hebert and Srinivasa G. Narasimhan"
290,On the Continuity of Rotation Representations in Neural Networks,https://github.com/tik0/6d,,,,,,,Wednesday,Poster 2.1,150,Yi Zhou,"Yi Zhou, Connelly Barnes, Jingwan Lu, Jimei Yang, Hao Li"
126,"Capture, Learning, and Synthesis of 3D Speaking Styles",https://github.com/TimoBolkart/voca,,,,,,,Thursday,Poster 3.1,148,Daniel Cudeiro,"Daniel Cudeiro, Timo Bolkart, Cassidy Laidlaw, Anurag Ranjan, Michael J. Black"
585,Deep Metric Learning Beyond Binary Supervision,https://github.com/tjddus9597/Beyond-Binary-Supervision-CVPR19,,,,Tuesday,Oral 1.2A,15:00,Tuesday,Poster 1.2,33,Sungyeon Kim,
571,Probabilistic Permutation Synchronization Using the Riemannian Structure of the Birkhoff Polytope,https://github.com/tolgabirdal/birkhoffrlmc,,,,Thursday,Oral 3.2C,14:42,Thursday,Poster 3.2,159,Tolga Birdal,Tolga Birdal & Umut _im_ekli
281,On Zero-Shot Recognition of Generic Objects,https://github.com/TristHas/GOZ,,,,,,,Thursday,Poster 3.1,92,Tristan Hascoet,"Tristan Hascoet, Yasuo Ariki, Tetsuya Takiguchi"
276,Distilling Object Detectors With Fine-Grained Feature Imitation,https://github.com/twangnh/Distilling-Object-Detectors,,,,,,,Wednesday,Poster 2.1,38,Tao Wang,Tao Wang£¬Li Yuan£¬Xiaopeng Zhang£¬Jiashi Feng
